Date,Rider_ID,Scheduled_Start,Scheduled_End
2026-06-01,R-160,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-139,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-191,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-164,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-113,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-140,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-179,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-127,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-176,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-151,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-161,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-082,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-037,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-057,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-088,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-190,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-112,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-073,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-038,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-148,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-149,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-006,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-086,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-019,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-014,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-020,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-187,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-023,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-018,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-091,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-053,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-196,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-076,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-035,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-159,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-044,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-136,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-108,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-124,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-147,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-173,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-075,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-051,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-157,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-119,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-085,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-170,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-183,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-131,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-128,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-045,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-033,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-099,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-070,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-104,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-013,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-168,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-041,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-032,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-056,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-005,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-010,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-012,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-144,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-197,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-025,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-060,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-117,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-066,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-028,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-003,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-143,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-195,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-092,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-163,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-152,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-054,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-058,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-106,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-192,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-062,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-107,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-046,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-116,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-004,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-110,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-01,R-167,2026-06-01 10:00:00,2026-06-01 20:00:00
2026-06-02,R-173,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-105,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-200,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-056,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-122,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-104,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-020,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-099,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-004,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-163,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-124,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-169,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-141,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-005,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-086,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-161,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-127,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-009,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-108,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-144,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-063,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-018,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-107,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-149,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-028,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-138,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-194,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-014,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-145,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-042,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-087,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-115,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-027,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-073,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-133,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-143,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-058,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-117,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-057,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-044,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-170,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-079,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-048,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-080,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-024,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-102,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-114,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-121,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-061,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-055,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-097,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-013,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-180,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-071,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-023,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-012,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-007,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-106,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-183,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-088,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-072,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-085,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-111,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-196,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-016,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-162,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-155,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-068,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-113,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-175,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-050,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-135,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-131,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-120,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-150,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-137,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-130,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-195,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-084,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-164,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-198,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-142,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-110,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-157,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-081,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-100,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-006,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-082,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-070,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-147,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-038,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-171,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-059,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-165,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-040,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-064,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-126,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-017,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-168,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-066,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-030,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-109,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-103,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-045,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-021,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-166,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-060,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-026,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-036,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-049,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-152,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-096,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-054,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-153,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-148,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-062,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-132,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-095,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-011,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-019,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-053,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-186,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-181,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-191,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-075,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-189,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-112,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-139,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-083,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-156,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-185,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-010,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-158,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-167,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-125,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-032,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-041,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-025,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-074,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-187,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-047,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-069,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-160,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-159,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-123,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-043,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-176,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-046,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-136,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-199,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-091,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-118,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-197,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-192,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-119,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-182,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-094,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-184,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-146,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-02,R-188,2026-06-02 10:00:00,2026-06-02 20:00:00
2026-06-03,R-052,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-026,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-099,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-018,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-129,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-009,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-143,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-041,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-166,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-179,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-119,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-008,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-075,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-164,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-168,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-022,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-185,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-148,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-135,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-122,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-151,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-109,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-085,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-045,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-172,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-163,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-133,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-152,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-169,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-050,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-070,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-042,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-118,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-063,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-015,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-159,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-012,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-176,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-192,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-039,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-062,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-145,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-061,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-117,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-200,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-043,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-123,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-065,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-090,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-114,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-167,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-174,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-006,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-067,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-019,2026-06-03 10:00:00,2026-06-03 20:00:00
2026-06-03,R-029,2026-06-03 10:00:00,2026-06-03 20:00:00
